WKT,醫療院所,縣市,鄉鎮市區,地址,電話,lat,lon
POINT (121.519289331188 25.0459720370526),蕙瑛婦產科診所,臺北市,中正區,忠孝西路一段五十號二十四樓之二十四,23886731,25.0459720370526,121.519289331188
POINT (121.526636574746 25.0356373822451),幸安牙醫診所,臺北市,中正區,杭州南路一段143巷32－2號1樓,0223969631,25.0356373822451,121.526636574746
POINT (121.532536431397 25.0387940471816),仁崇牙醫診所,臺北市,中正區,新生南路1段122之3號2樓,,25.0387940471816,121.532536431397
POINT (121.51275101932 25.042207089433),力安妥診所,臺北市,中正區,衡陽路30號(2樓),2388-2833,25.042207089433,121.51275101932
POINT (121.530537479751 25.033845484095),禾瑞印象診所,臺北市,中正區,信義路2段213號5樓,0916031768,25.033845484095,121.530537479751
POINT (121.515704794222 25.0435030944671),恆美中醫診所,臺北市,中正區,襄陽路九號八樓,23111099,25.0435030944671,121.515704794222
POINT (121.531661528014 25.0163609990174),怡樺牙醫診所,臺北市,中正區,羅斯福路三段244巷2弄22號,2365-9395,25.0163609990174,121.531661528014
POINT (121.522632776593 25.0235398994764),琠雅牙醫診所,臺北市,中正區,汀州路二段215號,23621909,25.0235398994764,121.522632776593
POINT (121.509180265713 25.0281202600507),劉瑞聰診所,臺北市,中正區,汀州路一段194號,0223038125,25.0281202600507,121.509180265713
POINT (121.523040080783 25.0446717018087),永愉診所,臺北市,中正區,忠孝東路1段54號3樓,02-55696000,25.0446717018087,121.523040080783
POINT (121.515506136086 25.028359145808),鐘牙醫診所,臺北市,中正區,重慶南路三段40號,0223033035,25.028359145808,121.515506136086
POINT (121.516856588495 25.044482404077),好甘心診所,臺北市,中正區,公園路30號9樓之1、9樓之2、11樓之1、11樓之2、11樓之3,2370-0887,25.044482404077,121.516856588495
POINT (121.517781296432 25.030615439469),李世輝耳鼻喉科診所,臺北市,中正區,南昌路一段79號,23979639/0982168019,25.030615439469,121.517781296432
POINT (121.52415363006 25.02418385466),思源牙醫診所,臺北市,中正區,南昌路二段200號4樓,23644980,25.02418385466,121.52415363006
POINT (121.518281880707 25.0299379647099),優政牙醫診所,臺北市,中正區,南昌路一段119號,02-23966985、0919716006,25.0299379647099,121.518281880707
POINT (121.53256071212 25.0407400234546),千美診所,臺北市,中正區,新生南路1段60號3樓,23930020,25.0407400234546,121.53256071212
POINT (121.53250381876 25.0411952904031),醫健診所,臺北市,中正區,新生南路1段56號8樓,02-23413660,25.0411952904031,121.53250381876
POINT (121.524056330756 25.0448406192471),薇璽美學診所,臺北市,中正區,忠孝東路1段13號7樓,23581887,25.0448406192471,121.524056330756
POINT (121.513487322621 25.0440040301633),晨新牙醫診所,臺北市,中正區,重慶南路1段77之1號(1樓),,25.0440040301633,121.513487322621
POINT (121.529597030803 25.0339725124311),侑澄中醫診所,臺北市,中正區,信義路2段189號(1樓)、191號(1樓),02-23960123,25.0339725124311,121.529597030803
POINT (121.528650696042 25.0199952902151),古亭復健診所,臺北市,中正區,羅斯福路3段160號1樓、162號(1、2樓),23680528,25.0199952902151,121.528650696042
POINT (121.514903036181 25.045269522011),站前美力時尚診所,臺北市,中正區,館前路20號4樓,23819666,25.045269522011,121.514903036181
POINT (121.509889599707 25.0340278074964),美渥館診所,臺北市,中正區,博愛路224巷5號6樓,0975755971,25.0340278074964,121.509889599707
POINT (121.532499881805 25.036990705721),蒂恩美學診所,臺北市,中正區,新生南路1段128號4樓,02-66236770,25.036990705721,121.532499881805
POINT (121.527715978674 25.0356226959108),永康身心診所,臺北市,中正區,金山南路一段127號,23581818,25.0356226959108,121.527715978674
POINT (121.527549245278 25.0346676940875),信義東暘牙醫診所,臺北市,中正區,金山南路一段155號2樓,23970909,25.0346676940875,121.527549245278
POINT (121.511605077884 25.0427009993717),慢活靜心診所,臺北市,中正區,博愛路105號3樓,02-7752-9829,25.0427009993717,121.511605077884
POINT (121.514882842833 25.0463693546765),星采牙醫診所,臺北市,中正區,館前路2號3樓,,25.0463693546765,121.514882842833
POINT (121.513766287681 25.0468655067487),台北澄清眼科診所,臺北市,中正區,忠孝西路1段80號3樓,02-23121128,25.0468655067487,121.513766287681
POINT (121.534274052297 25.0145035843354),合睿牙醫診所,臺北市,中正區,羅斯福路4段68號7樓之11,23634687,25.0145035843354,121.534274052297
POINT (121.528282366265 25.02031952275),星創牙醫診所,臺北市,中正區,羅斯福路3段136、138號4樓,23685658,25.02031952275,121.528282366265
POINT (121.52304008078 25.0446717019788),立達診所,臺北市,中正區,忠孝東路1段54號1樓、54之1號(1樓)、54之2號(1樓)、54號2樓、54號3樓,02-55696188,25.0446717019788,121.52304008078
POINT (121.515460250189 25.0454507144246),站前聖宜診所,臺北市,中正區,許昌街42號(7樓),2382-5001,25.0454507144246,121.515460250189
POINT (121.51512746052 25.0453344208131),濰視眼科診所,臺北市,中正區,館前路43號(2樓),2381-6189,25.0453344208131,121.51512746052
POINT (121.52268269972 25.0263915006064),古亭光澤診所,臺北市,中正區,羅斯福路2段116號、116號2樓、116號2樓之1,02-23686181,25.0263915006064,121.52268269972
POINT (121.532582809649 25.0415936002366),喜樂牙醫診所,臺北市,中正區,新生南路一段50之1號2樓,02-23939349,25.0415936002366,121.532582809649
POINT (121.514896125888 25.0464180540101),星和診所,臺北市,中正區,館前路2號6樓之1,2388-7778,25.0464180540101,121.514896125888
POINT (121.514893725735 25.0454026846229),光澤晶漾診所,臺北市,中正區,館前路18號6樓,02-23888801,25.0454026846229,121.514893725735
POINT (121.528657476156 25.0197420652373),佳飛雅醫美診所,臺北市,中正區,辛亥路1段49號(實際營業地址1層及2層),02-23685717,25.0197420652373,121.528657476156
POINT (121.509034817155 25.0252750838609),鈞安診所,臺北市,中正區,中華路2段431號1樓,02-23092030,25.0252750838609,121.509034817155
POINT (121.51740342284 25.0454895420973),台北諾貝爾眼科診所,臺北市,中正區,公園路13號5樓,2370-5666,25.0454895420973,121.51740342284
POINT (121.532530323897 25.0161962182336),幫痘氏公館皮膚科診所,臺北市,中正區,羅斯福路3段308號1、2、3樓,02-87875122,25.0161962182336,121.532530323897
POINT (121.529583069676 25.0380242650312),晶翎美學診所,臺北市,中正區,仁愛路2段70號1樓、72號(1樓),,25.0380242650312,121.529583069676
POINT (121.514896125888 25.0464180540101),珍顏唯上診所,臺北市,中正區,館前路2號6樓,2370-0347,25.0464180540101,121.514896125888
POINT (121.517292933589 25.031283024294),厚德中醫診所,臺北市,中正區,南昌路一段53號,2358-2378,25.031283024294,121.517292933589
POINT (121.527808250183 25.0358127165032),怡安堂中醫診所,臺北市,中正區,金山南路一段125號、125之1號,02-23979719,25.0358127165032,121.527808250183
POINT (121.518028387468 25.0458257523364),君綺美形診所,臺北市,中正區,忠孝西路1段6號13樓,23141998,25.0458257523364,121.518028387468
POINT (121.518143902964 25.0458208309374),和眾綜合診所,臺北市,中正區,忠孝西路一段6號,090009855,25.0458208309374,121.518143902964
POINT (121.513373006998 25.0276576487739),家禾診所,臺北市,中正區,三元街217號1樓、2樓,23331368,25.0276576487739,121.513373006998
POINT (121.526425834212 25.043860582471),薛宏昇中醫診所,臺北市,中正區,忠孝東路一段176號4樓之2,02-236601111,25.043860582471,121.526425834212
POINT (121.507760872094 25.0332719985914),家禾牙醫診所,臺北市,中正區,延平南路195巷5號,02-2388-8906,25.0332719985914,121.507760872094
POINT (121.528594420524 25.0341431287419),溪垣中醫診所,臺北市,中正區,信義路二段153號(實際營業住址:1樓、2樓),02-23411118,25.0341431287419,121.528594420524
POINT (121.532034415474 25.0166796982258),東北大牙醫診所,臺北市,中正區,羅斯福路三段276號(實際營業地址：1、2樓),02-23650506,25.0166796982258,121.532034415474
POINT (121.513932072673 25.0417513939873),懷寧復健科診所,臺北市,中正區,懷寧街110號1樓、7樓,02-23122632,25.0417513939873,121.513932072673
POINT (121.514829980003 25.0274512252879),建成中醫診所,臺北市,中正區,和平西路一段172號、174號、176號、170號2樓之1、170號3樓之1、170號3樓之2,02-2307-5166,25.0274512252879,121.514829980003
POINT (121.53014435271 25.034203539924),美好健康診所,臺北市,中正區,連雲街83號(實際營業地址:1樓、2樓、3樓),2393-3316,25.034203539924,121.53014435271
POINT (121.509665143577 25.0442323254871),目急國際診所,臺北市,中正區,武昌街一段77號6樓之17,23121175,25.0442323254871,121.509665143577
POINT (121.524817317197 25.0235332493581),元泰診所,臺北市,中正區,羅斯福路3段2號2樓,02-23680523,25.0235332493581,121.524817317197
POINT (121.522682699701 25.0263914960924),波菲特醫美診所,臺北市,中正區,羅斯福路二段116號4樓之1,23620005,25.0263914960924,121.522682699701
POINT (121.534964377688 25.012599724043),西北聯合牙醫診所,臺北市,中正區,汀州路三段190號二樓之1,0223657482,25.012599724043,121.534964377688
POINT (121.523289764695 25.0227262391587),六節中醫診所,臺北市,中正區,汀州路二段198號,2362-9900,25.0227262391587,121.523289764695
POINT (121.518028387468 25.0458257523364),謝明吉口腔顎面外科牙醫診所,臺北市,中正區,忠孝西路1段6號2、3樓,02-238886363,25.0458257523364,121.518028387468
POINT (121.531346692891 25.0338268462569),美嘉美整形外科診所,臺北市,中正區,信義路二段251號5樓,02-23961515,25.0338268462569,121.531346692891
POINT (121.529812223911 25.0188473712596),平安身心精神科診所,臺北市,中正區,羅斯福路三段218號,02-23680055,25.0188473712596,121.529812223911
POINT (121.516358718791 25.0299708323591),廖春美牙醫診所,臺北市,中正區,寧波西街78號2樓,23937315,25.0299708323591,121.516358718791
POINT (121.517186852859 25.0253498980491),三民牙醫診所,臺北市,中正區,汀州路二段30號,0223687108,25.0253498980491,121.517186852859
POINT (121.524467185628 25.0455810350471),璞鼎牙醫診所,臺北市,中正區,林森北路9巷12號2樓,02-23218658,25.0455810350471,121.524467185628
POINT (121.512984266138 25.0422111215575),衡觀診所,臺北市,中正區,衡陽路20號6樓,02-27713992,25.0422111215575,121.512984266138
POINT (121.527386133484 25.0206376141769),長齡牙醫診所,臺北市,中正區,師大路163號,02-23685920,25.0206376141769,121.527386133484
POINT (121.523045174438 25.0258864608016),榮星中醫診所,臺北市,中正區,羅斯福路二段140號2樓之1,02-23682114,25.0258864608016,121.523045174438
POINT (121.533001893545 25.0152138580956),美國傳奇牙醫診所,臺北市,中正區,羅斯福路四段24巷6之1號,2368-3336,25.0152138580956,121.533001893545
POINT (121.519129008241 25.0319115735887),慈聖牙醫診所,臺北市,中正區,羅斯福路一段五十五號一樓,23418118,25.0319115735887,121.519129008241
POINT (121.532152562584 25.0402967863154),新欣牙醫診所,臺北市,中正區,濟南路二段65號2樓,02-23417513,25.0402967863154,121.532152562584
POINT (121.51490671369 25.0448786229479),雙子星牙醫診所,臺北市,中正區,館前路26號2樓,23822345,25.0448786229479,121.51490671369
POINT (121.52790644784 25.03455212817),東門牙醫診所,臺北市,中正區,臨沂街79之10號,02-23416060,25.03455212817,121.52790644784
POINT (121.527850471376 25.0360599940236),李家雄中醫診所,臺北市,中正區,金山南路一段121號3Ｆ,0223927123,25.0360599940236,121.527850471376
POINT (121.511388465794 25.0444083496),喜豐堂中醫診所,臺北市,中正區,博愛路88號(使用第一層),23712323,25.0444083496,121.511388465794
POINT (121.50644056716 25.0276501960374),張孟源內科診所,臺北市,中正區,中華路二段325號,0223098600,25.0276501960374,121.50644056716
POINT (121.514248510099 25.0454361719566),敦智內科診所,臺北市,中正區,懷寧街19號,0223613587,25.0454361719566,121.514248510099
POINT (121.522044626393 25.0272518103628),羅福中醫診所,臺北市,中正區,羅斯福路二段70號6樓之6,23681161,25.0272518103628,121.522044626393
POINT (121.514908479356 25.0446655720089),葛鎂診所,臺北市,中正區,館前路34號9樓,,25.0446655720089,121.514908479356
POINT (121.513027488235 25.0419995071889),德華牙醫診所,臺北市,中正區,重慶南路1段110號,23704511,25.0419995071889,121.513027488235
POINT (121.532503818781 25.0411952917532),怡賀牙醫診所,臺北市,中正區,新生南路一段56號6樓,02-23567733,25.0411952917532,121.532503818781
POINT (121.510897716757 25.0430076015617),醫療財團法人徐元智先生醫藥基金會遠東聯合診所,臺北市,中正區,永綏街8至14號,02-23111525,25.0430076015617,121.510897716757
POINT (121.533752662295 25.0150066440217),博齡牙醫診所,臺北市,中正區,羅斯福路四段50號3樓之4,23651718,25.0150066440217,121.533752662295
POINT (121.531628517728 25.041076763739),溫?中醫診所,臺北市,中正區,忠孝東路二段134巷16號2樓,2358-4858,25.041076763739,121.531628517728
POINT (121.519024622017 25.0334976053824),金山牙醫診所,臺北市,中正區,愛國東路62號,0223214735,25.0334976053824,121.519024622017
POINT (121.531628517743 25.0410767673501),小千醫師診所,臺北市,中正區,忠孝東路二段134巷16號,02-2393-0909,25.0410767673501,121.531628517743
POINT (121.510813575682 25.0423238661234),順天中醫診所,臺北市,中正區,衡陽路85號2樓,2382-1545,25.0423238661234,121.510813575682
POINT (121.524309651678 25.0240366030994),大心古亭診所,臺北市,中正區,南昌路二段206號5樓之1,02-23676883,25.0240366030994,121.524309651678
POINT (121.516324062488 25.0389335659068),外交部醫務室,臺北市,中正區,凱達格蘭大道2號,23482078,25.0389335659068,121.516324062488
POINT (121.516798233038 25.0442913027184),醫療財團法人好心肝基金會好心肝病理中心,臺北市,中正區,公園路30之1號7樓、7樓之1,2381-1891,25.0442913027184,121.516798233038
POINT (121.530281992929 25.0428154160758),珍仁堂中醫診所,臺北市,中正區,忠孝東路2段98號1樓,0223915512,25.0428154160758,121.530281992929
POINT (121.513469471862 25.043539517055),?琮牙醫診所,臺北市,中正區,襄陽路41號、43號,23113623,25.043539517055,121.513469471862
POINT (121.53017812361 25.034316938669),東門中醫診所,臺北市,中正區,連雲街81號2樓,02-23432000,25.034316938669,121.53017812361
POINT (121.513989592524 25.043100231539),祈新婦產科診所,臺北市,中正區,懷寧街78號9、10樓,23612323,25.043100231539,121.513989592524
POINT (121.506842555423 25.0272182233153),李明儒耳鼻喉科診所,臺北市,中正區,中華路二段341號,23038181,25.0272182233153,121.506842555423
