WKT,醫療院所,縣市,鄉鎮市區,地址,電話
"POINT (121.538861525375 25.0030422821099)",昱翔牙醫診所,臺北市,文山區,羅斯福路五段171號,"29345172"
"POINT (121.554954236493 25.0012594933422)",游正賢中醫診所,臺北市,文山區,辛亥路4段241號,"0222394348"
"POINT (121.562350167579 24.9890397530179)",聯恩診所,臺北市,文山區,木柵路2段131號,"29367930"
"POINT (121.544663184108 24.9934639530986)",定安診所,臺北市,文山區,景興路165號(實際營業為第一層),02-29323755
"POINT (121.568709500456 24.9881266828488)",林正豐診所,臺北市,文山區,保儀路25號,"29363665"
"POINT (121.541834603099 24.9913284327581)",漂亮101皮膚科診所,臺北市,文山區,景美街20號2樓,"29329549"
"POINT (121.569559837871 24.9844115592103)",目欣眼科診所,臺北市,文山區,木新路二段120號,"0229391900"
"POINT (121.566101275501 24.9829491072971)",泓仁診所,臺北市,文山區,木新路二段273號,"0229382627"
"POINT (121.561544067062 24.9854176586032)",澤文診所,臺北市,文山區,興隆路四段133號1樓,"0229386243"
"POINT (121.562073698692 24.9838702590769)",普仁診所,臺北市,文山區,興隆路四段171號,"0229369987"
"POINT (121.541155250582 24.9978962280555)",瑞杏診所,臺北市,文山區,羅斯福路六段159巷1弄12號1、2樓,"0229339718"
"POINT (121.547078812338 24.9993805460279)",景升診所,臺北市,文山區,興隆路二段93之1號(實際營業事實為1樓及地下1樓）、95巷1號2樓、95巷3號2樓,"0229356632"
"POINT (121.559554223482 24.989673073883)",德安小兒科診所,臺北市,文山區,興隆路四段6－10號,"0229396454"
"POINT (121.566191078472 24.9829801447276)",房國堂小兒專科診所,臺北市,文山區,木新路二段269號,"86616527"
"POINT (121.555469484393 25.0003595805345)",新典牙醫診所,臺北市,文山區,興隆路三段38號,"0229334039"
"POINT (121.541123137674 25.0030971829253)",豫章堂中醫診所,臺北市,文山區,興隆路一段90號,"0229318335"
"POINT (121.55857567561 24.998195101963)",元品中醫診所,臺北市,文山區,興隆路三段174號1樓,"22393630"
"POINT (121.552023628868 25.0016296558562)",王令時內科診所,臺北市,文山區,興隆路二段200號,02-29326912
"POINT (121.550402835062 25.0010029094446)",康翔牙醫診所,臺北市,文山區,興隆路二段124號,"0229306909"
"POINT (121.538525302718 25.0040934078441)",大中牙醫診所,臺北市,文山區,羅斯福路五段180號,"0229311106"
"POINT (121.539233494421 24.9993731474396)",德在牙醫診所,臺北市,文山區,景福街三十號一樓,"29338248"
"POINT (121.540787317826 25.0036072957745)",德威牙醫診所,臺北市,文山區,興隆路一段72號、72號2樓之1、72號2樓、74號、70巷1之1號2樓、70巷1之2號2樓,"29319226"
"POINT (121.552786686116 25.0016571006655)",德佳牙醫診所,臺北市,文山區,興隆路二段281號,"0229311739"
"POINT (121.538457359101 25.0035115982798)",杏昌牙醫診所,臺北市,文山區,羅斯福路五段194號2樓,"0229348379"
"POINT (121.560444990286 24.9843783403719)",真善美中醫診所,臺北市,文山區,忠順街一段129號,"22345007"
"POINT (121.570817002077 25.0006923384897)",家樂牙醫診所,臺北市,文山區,萬安街33號,"82301197"
"POINT (121.563636202058 24.98248092412)",格林牙醫診所,臺北市,文山區,木新路3段70號,"86611596"
"POINT (121.562524121717 24.9825388197949)",合康復健科診所,臺北市,文山區,興隆路四段217號(實際營業場所1樓、2樓),"29368421"
"POINT (121.538969816542 25.0025137979676)",常春藤中醫診所,臺北市,文山區,羅斯福路五段197號2樓,02-29311900
"POINT (121.539476101609 25.0001926155479)",林坤霖耳鼻喉科診所,臺北市,文山區,羅斯福路六段14號,"86633288"
"POINT (121.554917601056 25.0016197485562)",木柵身心診所,臺北市,文山區,辛亥路四段246號,"29301550"
"POINT (121.568504489829 24.9883997467392)",秀心診所,臺北市,文山區,保儀路26巷1號2樓之1,"29383838"
"POINT (121.570641384792 25.0015129634068)",王家庭醫學科診所,臺北市,文山區,萬安街9號(實際使用第一層),"82301875"
"POINT (121.574688079093 24.9916704807196)",秀明診所,臺北市,文山區,秀明路2段22號,"29396377"
"POINT (121.538851124551 25.0031329828831)",臻美牙醫診所,臺北市,文山區,羅斯福路5段167號,"89315167"
"POINT (121.552607961215 25.0002633758836)",楊麗姝中醫診所,臺北市,文山區,興隆路2段220巷31弄6號（實際營業事實為第一層）,02-29341542
"POINT (121.547826643318 24.9996067921566)",芳馨診所,臺北市,文山區,興隆路二段62號,"29325253"
"POINT (121.570239226635 24.9880275396364)",正大牙醫診所,臺北市,文山區,指南路一段43號2樓,"82370088"
"POINT (121.550579204557 24.9876699503199)",玉函中醫診所,臺北市,文山區,木柵路一段159號,"22365550"
"POINT (121.540103832335 24.9923846728833)",黃偉志小兒科診所,臺北市,文山區,萬慶街12號1樓,"29354556"
"POINT (121.559854491739 24.9822188093073)",生德堂中醫診所,臺北市,文山區,忠順街一段26巷23號,"0229364616"
"POINT (121.561948255818 24.984168838427)",邱成湦皮膚專科診所,臺北市,文山區,興隆路4段163號(1樓及夾層)、163之1號(1樓及夾層),"29382288"
"POINT (121.559425021721 24.9815090764345)",大豐耳鼻喉科診所,臺北市,文山區,木新路三段220號,02-29371299
"POINT (121.5356719191 25.0048797802759)",瑞雲牙醫診所,臺北市,文山區,汀州路四段146號,"29345618"
"POINT (121.539821838121 24.990945469708)",璟美眼科診所,臺北市,文山區,羅斯福路6段292號,"29301942"
"POINT (121.566308209243 24.9886520651062)",唯芯牙醫診所,臺北市,文山區,木柵路三段51號、51號2樓、53號2樓、55號2樓,"29390852"
"POINT (121.543943346787 24.9917965109054)",旭明眼科診所,臺北市,文山區,景興路203號,02-86638683
"POINT (121.558908152802 24.997871130924)",?代牙醫診所,臺北市,文山區,興隆路三段194號、196號,"22390665"
"POINT (121.541371770254 24.9941832037473)",雙全漢醫中醫診所,臺北市,文山區,羅斯福路6段299號、299之1號,02-2930-3966
"POINT (121.540383441837 24.9923407966145)",風寀時尚診所,臺北市,文山區,羅斯福路六段236號(實際營業地址：1樓及夾層),"29300606"
"POINT (121.53990105218 24.9925464029826)",慶如診所,臺北市,文山區,萬慶街18號2樓,"29337058"
"POINT (121.538475384892 25.0045139015545)",羅斯福臻美牙醫診所,臺北市,文山區,羅斯福路5段172號6樓,(02)8935-1666
"POINT (121.544593215209 24.9973792385069)",力行牙醫診所,臺北市,文山區,景興路30號,"0229348046"
"POINT (121.562643302518 24.9890730213123)",全家牙醫診所,臺北市,文山區,木柵路二段143號,"22346393"
"POINT (121.560552833078 24.9815458443901)",育德堂中醫診所,臺北市,文山區,木新路三段173號,"29382529"
"POINT (121.56147740655 24.9954068488436)",家家牙醫診所,臺北市,文山區,興隆路三段207巷11弄11號,"0222300957"
"POINT (121.54799790687 24.9997490854699)",林建輝小兒科診所,臺北市,文山區,興隆路二段70號,"0229334933"
"POINT (121.56228778334 24.9832033366786)",誠一牙醫診所,臺北市,文山區,興隆路四段191號,"29385021"
"POINT (121.562424375217 24.9819925683132)",永麗牙醫診所,臺北市,文山區,木新路三段111號(實際營業地址:1、2樓),02-29372227
"POINT (121.54142395035 24.9936045501845)",黃兆宜曙光診所,臺北市,文山區,景文街1號3樓,"29159186"
"POINT (121.558578830631 24.9810822962284)",徐文治診所,臺北市,文山區,木新路三段249號1樓,"0229378125"
"POINT (121.541731950771 24.994105653826)",天和堂中醫診所,臺北市,文山區,景美街一之五號,"29352905"
"POINT (121.558609938659 24.9846468147791)",協群牙醫診所,臺北市,文山區,忠順街一段41巷8號1樓,"0229375629"
"POINT (121.576522740087 24.987619614761)",臺北市立聯合醫院附設政大門診部,臺北市,文山區,指南路二段117號,"0222343501"
"POINT (121.541834603545 24.9913284330407)",有全醫療社團法人景美牙醫診所,臺北市,文山區,景美街20號3樓,"29339793"
"POINT (121.550510734807 25.0013709257363)",陳世傑牙醫診所,臺北市,文山區,興隆路二段二二九號,"0229317115"
"POINT (121.539503450528 24.9901748799676)",長青傳統中醫診所,臺北市,文山區,羅斯福路6段316號(1樓、2樓),02-29340736
"POINT (121.561975254646 24.982100561874)",健誠診所,臺北市,文山區,木新路三段124號1樓,"0229374772"
"POINT (121.540244744383 24.9920303488181)",德全牙醫診所,臺北市,文山區,羅斯福路六段248號,"0229341569"
"POINT (121.560853391169 24.9844481538416)",實踐牙醫診所,臺北市,文山區,忠順街一段143號,"0229366691"
"POINT (121.553395893489 24.9881226236645)",北持牙醫診所,臺北市,文山區,木柵路一段267號,"0229360239"
"POINT (121.563756261073 24.9849216846345)",忠順牙醫診所,臺北市,文山區,忠順街二段43號,"0229392808"
"POINT (121.567261248214 24.9835739215666)",木新牙醫診所,臺北市,文山區,木新路二段222號,"0229395788"
"POINT (121.539799727356 24.9908892459612)",新同仁牙醫診所,臺北市,文山區,羅斯福路六段294號1樓,0229318963.293470150983219558.0983219553
"POINT (121.544817167527 24.9947781408223)",雅田牙醫診所,臺北市,文山區,景興路119號1樓,"0229352838"
"POINT (121.540524960723 24.997599180189)",威登牙醫診所,臺北市,文山區,羅斯福路六段一一二號,"0229338433"
"POINT (121.561146350945 24.9844965985804)",怡佳牙醫診所,臺北市,文山區,忠順街一段155號1樓,"0229383363"
"POINT (121.539012641993 25.0013325207018)",晶品牙醫診所,臺北市,文山區,羅斯福路五段244號,"86637900"
"POINT (121.559566987736 24.9824573265614)",驊陽牙醫診所,臺北市,文山區,忠順街1段26巷32號（實際營業：1層、2層）,"86610188"
"POINT (121.567033436784 24.9832722574981)",敦揚牙醫診所,臺北市,文山區,木新路二段247號1樓,"86619817"
"POINT (121.574006734661 24.9982005131137)",堤岸牙醫診所,臺北市,文山區,木柵路四段143之1號,02-223000111
"POINT (120.715018605908 24.2511293573036)",光南牙醫診所,臺中市,豐原區,中正路329號,04 25120888
"POINT (120.71033078427 24.2474691291933)",旭品牙醫診所,臺中市,豐原區,圓環南路134號1樓,04-25270571
"POINT (120.716215514677 24.2517514405915)",惠盛醫院,臺中市,豐原區,中正路268號,"0425229100"
"POINT (120.710525663321 24.239864428377)",久大中醫診所,臺中市,豐原區,大明路22號,04-25293445
"POINT (120.728273306783 24.2501285199465)",周振熙骨科外科專科診所,臺中市,豐原區,圓環東路640號1、2、3樓,04-25220739
"POINT (120.727053716057 24.2451437602472)",豐原李耳鼻喉科診所,臺中市,豐原區,南陽路295號,04 25291915
"POINT (120.728198945369 24.2506827185936)",豐原趙內科診所,臺中市,豐原區,圓環東路615號1樓,04-25200226
"POINT (120.712488809091 24.2403802716198)",豐南大同中醫診所,臺中市,豐原區,中山路200號1、2樓,04-25274601
"POINT (120.710777755173 24.2451983601325)",美雅中醫診所,臺中市,豐原區,中興路今日市場17號,04-25265257
"POINT (120.720183269061 24.2536866864213)",杏豐醫院,臺中市,豐原區,三民路106號,(04)25234112
"POINT (120.727542976706 24.2448816375133)",許獻榮診所,臺中市,豐原區,南陽路271號,04 25241528
"POINT (120.735142081871 24.2386599607341)",謝榮吉診所,臺中市,豐原區,南陽路299?6號,04 25283295
"POINT (120.721677085223 24.2390786076012)",祐康牙醫診所,臺中市,豐原區,田心路二段212號,04-25156226
"POINT (120.715818715444 24.2481767675581)",晨光牙醫診所,臺中市,豐原區,中興路101號1樓、103號1樓,04-25284926
"POINT (120.718529328546 24.2516592166884)",中英診所,臺中市,豐原區,中正路193號1~5樓,04-25131680
"POINT (120.72202663299 24.2549995684771)",璞心診所,臺中市,豐原區,新生北路206號1樓(部分),04-25226977
"POINT (120.6998845128 24.249188233257)",晶悅牙醫診所,臺中市,豐原區,中正路908號1樓,04-25281528
"POINT (120.720681315457 24.2537646388632)",享開心身心診所,臺中市,豐原區,三民路86號3樓,04-25225361
"POINT (120.722759132563 24.2520011724588)",聖恩牙醫診所,臺中市,豐原區,向陽路72號1樓,04-25291388
"POINT (120.715189656405 24.2482380800988)",如毅診所,臺中市,豐原區,中興路112號1、2、3、4樓,04-25263806
"POINT (120.708736426199 24.2504792373749)",祥發中醫診所,臺中市,豐原區,中正路502號1樓,04-25285474
"POINT (120.70706556853 24.2503135002812)",御耀美學牙醫診所,臺中市,豐原區,中正路572之1號1樓,04-25250909
"POINT (120.725808345795 24.2464506804254)",豐原嬌點美學診所,臺中市,豐原區,圓環東路407號1、2樓,04-25208588
"POINT (120.72092353421 24.2536109655772)",智聖診所,臺中市,豐原區,三民路65號6樓,04-25150200
"POINT (120.726678004416 24.2479853736446)",瑞比牙醫診所,臺中市,豐原區,圓環東路477號1樓,04-25261024
"POINT (120.714445425039 24.250618126076)",元佑牙醫診所,臺中市,豐原區,中山路415號1樓,04-25157733
"POINT (120.72232987146 24.2441306103706)",若恩牙醫診所,臺中市,豐原區,圓環東路265號1樓,04-25221813
"POINT (120.726328107776 24.2473431050958)",笛雅牙醫診所,臺中市,豐原區,圓環東路455號1樓及2樓,04-25235738
"POINT (120.719760684568 24.2494227061908)",慈生婦產科診所,臺中市,豐原區,府前街25號,04-2526-8365 或 0955-525-493
"POINT (120.715084555926 24.2475181583469)",仁德診所,臺中市,豐原區,中山路295號1、2、3、4樓,04-25278561
"POINT (120.73294337781 24.2514884994613)",毫光堂中醫診所,臺中市,豐原區,北陽路132號1樓,04-2522-7250
"POINT (120.709257836106 24.248624771696)",林修名診所,臺中市,豐原區,圓環南路193號3樓,04-25130166
"POINT (120.717741962662 24.2519745115966)",漢忠醫院,臺中市,豐原區,中正路218號、212巷1-1號,(04)25222209
"POINT (120.728435693075 24.2504100798456)",黃循武骨科專科診所,臺中市,豐原區,圓環東路656號1、3樓,04-25220739
"POINT (120.715031856213 24.2489432482826)",蕙心中醫診所,臺中市,豐原區,中山路341號、343號1樓,04-25253919
"POINT (120.720156331125 24.2535293137805)",弘原中醫診所,臺中市,豐原區,三民路85號1、2樓,04-25288666
"POINT (120.728435693075 24.2504100798456)",呂振升內科診所,臺中市,豐原區,圓環東路656號1樓,04-25220739
"POINT (120.719905170414 24.2563586396135)",帝銓牙醫診所,臺中市,豐原區,大仁街64號,04 25233273
"POINT (120.722294881855 24.2441146343295)",亞太牙醫診所,臺中市,豐原區,圓環東路258-1、260號之1、2樓,04-25299950
"POINT (120.714733719004 24.2481849492903)",林余安耳鼻喉科診所,臺中市,豐原區,興安街1號1樓、2樓,04-25158008
"POINT (120.730375991035 24.2503029977418)",東興中醫診所,臺中市,豐原區,向陽路337號,04-25236115
"POINT (120.7203613368 24.2518340479471)",麗緻診所,臺中市,豐原區,中正路124號1樓,04-25250920
"POINT (120.71995283321 24.2530958091606)",鉅豐牙醫診所,臺中市,豐原區,和平街48號及50號1樓,04-25243313
"POINT (120.728325812468 24.245175533325)",楊啟坤耳鼻喉科診所,臺中市,豐原區,豐東路16號1樓,04-25279800
"POINT (120.714831134813 24.2501959512169)",禾豐牙醫診所,臺中市,豐原區,中山路506-1號,04-25155337
"POINT (120.715429200143 24.2480601947925)",長青牙醫診所.,臺中市,豐原區,中山路450號,04 25268808
"POINT (120.71312866189 24.2509749969688)",呂維國婦產科診所,臺中市,豐原區,中正路346號及348號〈1樓2樓3樓4樓〉,(04)25262889
"POINT (120.711484504701 24.2425969189794)",清祥牙醫診所,臺中市,豐原區,成功路47號,04 25264530
"POINT (120.721969313204 24.238841610793)",博仁牙醫診所,臺中市,豐原區,田心路二段230號,04 25252489
"POINT (120.722119548758 24.2540884912922)",溫秀丹中醫診所,臺中市,豐原區,三民路36號1樓,04-25286178
